,,,,,,,,,KARNATAKA EXAMINATIONS AUTHORITY,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Non-Interactive Admission System - 2025-26,,,,,,,,,,,,,,,,,,
,,,,,,,,UGCET-2025 THIRD ROUND CUT-OFF RANKS FOR Engineering,,,,,,,,,,,,,,,,,,,,
Seat Type: Rest Of karnataka Cut-Off Ranks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"College: E001 Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMP,GMR,NRI,OPN,OTH,SCG,SCK,SCR,STG,STK,STR
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFORMATION,81989,--,--,146891,--,--,102639,--,195501,78766,--,106469,94150,--,--,76239,--,--,84271,--,--,--,195889,--,--,159239,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Generated on: 11-09-2025 19:02:19,,,,,,,,,,,,,,,Page 31 of 106,,
"College: E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMP,GMR,NRI,OPN,OTH,SCG,SCK,SCR,STG,STK,STR
ARTIFICIAL,56913,--,79157,50031,--,66694.5,46274,--,--,43688,--,--,45678,--,--,43234,56099,--,45549,--,--,--,76991,--,--,141088,--,--
INTELLIGENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTIFICIAL,46829.5,--,--,49926,--,50088,44027,--,64553,46322,--,--,38883,--,--,38518,43141,--,41715,--,--,--,94812,--,111233,87778,183514,--
INTELLIGENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND MACHINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEARNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO-,156574,--,--,--,--,--,194287,--,--,201849,--,--,--,--,--,146350,--,--,176317,--,--,--,--,--,--,--,--,--
TECHNOLOGY,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
CIVIL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,257772,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
COMPUTER,45319,--,--,48612,51232,57258,47036,--,--,42834,--,--,41574,--,46862,38247,44754,--,45132,--,--,--,100776,142778,125897,82387,--,104019
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRICAL &,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,261571,--,--,--,--,--,--,--,--,--,--,--,--
ELECTRONICS,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICS,107606,--,--,80893,--,106346,137420,--,--,74076,--,--,64540.5,--,--,59194,74690,--,76448,--,--,--,162673,214233,231185,217806,--,--
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFORMATION,65863,--,--,66140,72427,89225,51420,--,--,56623,--,--,54956,--,55161,49622,61769,--,52399,--,--,--,139611,--,245600,165213,--,157546
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECHANICAL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,247732,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECHATRONICS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,248945,--,--,--,--,--,--,--,--,--,--,--,--
"College: E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMP,GMR,NRI,OPN,OTH,SCG,SCK,SCR,STG,STK,STR
AERONAUTICAL,76261,--,--,56720,--,--,94199,--,--,44073,75026,--,42548,--,--,38996,--,--,46108,--,--,--,72871,--,81806,157910,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTIFICIAL,29078,--,--,32717,--,34682,34180,--,--,29468,--,--,31419,--,33288,26494,29044,--,32601,--,--,--,55885,81657,65784,64575,--,74991
INTELLIGENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND MACHINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEARNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO-,66078,--,--,112295,--,--,59459.5,--,--,58991,--,--,83054,--,--,53264,--,--,133526,--,--,--,105627,--,--,85867,--,--
TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIVIL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,239646,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
COMPUTER,35617,--,37214,37931,44252,41052,40645,--,77761,29165,--,31139,30000,32989,32608,27446.5,31610,--,30743,--,--,--,65748,71683,88568,71793,84501,79396
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,39561,--,41819,33496,51891,--,36868,--,--,33956,--,--,33245.5,--,--,30348,--,--,31150,--,--,--,79438,--,--,88740,--,118165
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING(D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATA SCIENCE),,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRICAL &,87410,100613,--,71370,--,86381,190217,--,--,--,--,--,68993,--,--,61974,--,--,67013,--,--,--,157844,--,236179,150022,--,--
ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICS,53135,--,--,45612,72236,54309,60212,--,--,40593,--,--,39430,--,42355,36960,43478,--,38233,--,--,--,113388,--,190099,87179,--,114377
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFORMATION,44931,--,--,42934,54292,47409,46299,--,78435,36654,--,39218,36825,--,39197,34378,41121,--,38363,--,--,--,92874,108563,114931,98421,112071,112894
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECHANICAL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,258981,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
MECHATRONICS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,189471,227760,--,--,--,--,--,247198,--,--,206186,--,--
,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
ROBOTICS AND,52563,--,--,50463,--,51636,60696,--,--,37861,--,--,41144,--,--,36524,36870,--,41922,--,--,--,110530,--,151276,50777,--,--
ARTIFICIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTELLIGENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Generated on: 11-09-2025 19:02:19,,,,,,,,,,,,,,,Page 32 of 106,,
"College: E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMP,GMR,NRI,OPN,OTH,SCG,SCK,SCR,STG,STK,STR
ARTIFICIAL,--,--,--,139339,--,143457,166732,--,--,176026,--,--,109170,--,--,82817,--,--,129191,--,--,--,144971,--,157701,158281,--,--
INTELLIGENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND MACHINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEARNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIVIL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,211937,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,259726,--,--,--,--,--,--,--,--,--,--,--,--
SCIENCE,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
CYBER,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,248242,--,--,--,--,--,--,--,--,--,--,--,--
SECURITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA SCIENCES,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,255251,--,--,--,--,--,--,--,--,--,--,--,--
ELECTRICAL &,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,262098,--,--,--,--,--,--,--,--,--,--,--,--
ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,243515,--,--,--,--,--,--,--,--,--,--,--,--
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFORMATION,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,260271,--,--,--,--,--,--,--,--,--,--,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECHANICAL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"College: E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMP,GMR,NRI,OPN,OTH,SCG,SCK,SCR,STG,STK,STR
CIVIL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,216611,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,24854,--,--,27730,--,33903,29340,68688,--,23119,--,24457,22652,--,--,21636,26546,--,23290,--,--,--,77933,--,78049,83241,--,98168
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGG(ARTIFICIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L INTELLIGENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND MACHINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEARNING),,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,26291.5,--,34877,26771,37169,30398,29885,--,39946,21054,--,--,23738,--,26411,20198,25349,--,24052,--,--,--,66853,116380,84861,66668,142852,74349
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICS,43617,--,--,38482,71549,44348,45297,--,--,33372,--,--,33919,--,37368,30202,42959,--,36893,--,--,--,117115,162542,258197,109322,--,123904
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICS,104397,--,--,111481,--,--,--,--,--,82669,--,--,88716,--,--,71176,100827,--,82940,--,--,--,219809,--,--,129745,--,--
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSTRUMENTATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFORMATION,33916,--,--,32280,--,36012,32567,--,--,28646,--,--,26505,39226,31737,26238,37241,--,30741,--,--,--,90447,--,144841,89138,--,125807
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECHANICAL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,255921,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOTICS AND,46403,--,239816,43677,--,--,--,--,--,--,--,--,--,--,--,29619,--,--,42909,--,--,--,168731,--,--,65509,--,--
AUTOMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Generated on: 11-09-2025 19:02:19,,,,,,,,,,,,,,,Page 33 of 106,,
"College: E083 H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMP,GMR,NRI,OPN,OTH,SCG,SCK,SCR,STG,STK,STR
ARTIFICIAL,69294,--,--,78300,--,85761,66751,--,--,63586,91288,--,64713,--,--,57976,62066,--,71535,--,--,--,130725,--,137095,176108,--,--
INTELLIGENCE,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
AND MACHINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEARNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,92308,--,141323,102879,228843,182969,84030,--,102628,83772,--,92523,91111,--,100347,74032,79744,--,83749,--,--,--,163690,--,216610,149539,--,--
SCIENCE AND,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,223135,--,--,--,--,--,--,--,--,--,257968,--,--
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFORMATION,102298,--,--,226186,--,--,103701,--,--,104546,--,222607,108963,--,--,100797,144788,--,160264,--,--,--,256764,--,--,202158,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECHANICAL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"College: E085 APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMP,GMR,NRI,OPN,OTH,SCG,SCK,SCR,STG,STK,STR
COMPUTER,--,--,--,110406,--,134432,166472,--,--,--,--,128668,--,--,--,90885,166850,--,124910,--,--,--,179204,--,--,194222,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGG(ARTIFICIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L INTELLIGENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND MACHINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEARNING),,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,135676,--,--,167865,--,--,184322,--,--,99298,--,--,105740,--,113161,97792,122118,--,111060,--,--,--,256173,--,--,147024,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,--,--,--,138603,--,--,--,--,--,200062,--,--,--,--,--,136615,--,--,--,--,--,--,--,--,--,--,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(CYBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SECURITY),,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,253610,--,--,--,--,--,--,--,--,--,--,--,--
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFORMATION,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,249997,--,--,--,--,--,--,--,--,--,--,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Generated on: 11-09-2025 19:02:19,,,,,,,,,,,,,,,Page 34 of 106,,
College: E086 Sri Sairam,,"College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",,,,,,,,,,,,,,,,,,,,,,,,,,
"GUDDANAHALLI VILLAGE,SAMANDUR POST,ANEKAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMP,GMR,NRI,OPN,OTH,SCG,SCK,SCR,STG,STK,STR
ARTIFICIAL,151958,--,--,115672,126539,--,148665,--,--,89084,--,--,114028,--,118529,80910,98117,--,110187,--,--,--,130732,--,149250,170897,--,--
INTELLIGENCE,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
AND MACHINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEARNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,158452,--,--,179082,--,--,--,--,--,149068,--,--,204894,--,--,125973,243685,--,226178,--,--,--,226725,--,--,--,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGG(INTERNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T OF THINGS &,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SECURITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCLUDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOCK CHAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECH),,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,145032,--,--,153713,--,223791,104650,--,107666,99372.5,--,--,103286,--,--,83896,99981,--,98397,--,--,--,141091,--,181958,181980,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRICAL &,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,251575,--,--,--,--,--,--,--,--,--,--,--,--
ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,255269,--,--,--,--,--,--,--,--,--,--,--,--
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFORMATION,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,219118,--,--,--,--,--,--,--,--,--,--,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECHANICAL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,180986,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"College: E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMP,GMR,NRI,OPN,OTH,SCG,SCK,SCR,STG,STK,STR
ARTIFICIAL,127219,--,--,136278,--,189540,92735,--,--,82692,--,--,105855,--,--,76493,123931,--,103150,--,--,--,182710,--,--,231115,--,--
INTELLIGENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND MACHINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEARNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIVIL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,242374,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,216035,--,--,247415,--,--,227935,--,--,140214,--,178189,153863,--,228019,122504,143089,--,154220,--,--,--,245802,--,--,245287,--,--
SCIENCE AND,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,225836,--,--,--,--,--,--,--,--,--,--,--,--
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFORMATION,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,243681,--,--,--,--,--,--,--,--,--,--,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECHANICAL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"College: E090 Sri Revana Siddeswara Institute of Technology, Bangalore CHOKKANAHALLI, CHIKKAJALA,BANGALORE NORTH - 562157",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMP,GMR,NRI,OPN,OTH,SCG,SCK,SCR,STG,STK,STR
CIVIL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,217666,--,--,--,--,--,--,--,--,--,--,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,262065,--,--,--,--,--,--,--,--,--,--,--,--
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECHANICAL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Generated on: 11-09-2025 19:02:19,,,,,,,,,,,,,,,Page 35 of 106,,
"College: E091 K S Institute of Technology, Raghuvanahalli, Bangalore(AUTONOMOUS) #14,RAGUVANAHALLI, KANAKAPURA MAIN ROAD,BANGALORE - 560 062.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMP,GMR,NRI,OPN,OTH,SCG,SCK,SCR,STG,STK,STR
ARTIFICIAL,44762,--,--,47360,86718,78855,52904,--,--,44605,--,--,43004,--,--,42160,46668,--,49924,--,--,--,122623,--,139522,150785,--,166879
INTELLIGENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND MACHINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEARNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER AND,74680,--,--,112604,--,--,119631,--,--,75590,--,117239,71926,--,--,68053,178019,--,110559,--,--,--,155694,178590,--,159310,--,--
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,65218,--,--,88746,--,103596,74001,--,--,63410,--,--,100243,--,--,63098,100241,--,101667,--,--,--,181663,--,--,--,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DESIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,--,--,55991,61586,--,--,71350,74679,--,54325,--,--,45398,--,--,43919,--,--,53131,--,--,--,141001,--,--,167995,--,--
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGG(INTERNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T OF THINGS &,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SECURITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCLUDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOCK CHAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECH),,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER,41583,--,--,45692,80583,64949,57963,--,--,43141.5,--,--,43829,--,47106,38455,49351.5,--,42738,--,--,--,119820,135295,144681,127761,--,137994
SCIENCE AND,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICS,65745,--,--,79110,--,110029,90076,--,--,55685,--,--,61768,--,66354,53538,62993,--,66034,--,--,--,191308,--,--,232406,--,--
AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N ENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
